County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population,Avg_Rating,Median_Rating,Avg_Price,Rest_Count,Avg_Lat,Avg_Lng,CountyName,State
"Valley County, MT",157.2739187,0,4,0,8,9,47,10,0,7630,3.886363636363636,4.0,1.5833333333333333,22,48.53368879423045,-102.04350288546877,Valley County,MT
"Washington County, OR",157.11824950000005,10,163,219,480,1652,8171,567,82,554996,4.15,4.0,1.4680851063829787,50,45.52465945650714,-123.05467722712407,Washington County,OR
"Chippewa County, MN",157.1156868,1,1,0,17,12,125,2,2,12093,3.6071428571428568,4.0,1.3333333333333333,14,44.941182303074406,-95.71994143011787,Chippewa County,MN
"Borden County, TX",156.9858713,0,0,0,1,3,2,1,0,637,2.9,4.0,1.5,5,32.9043885,-101.27021332,Borden County,TX
"Ferry County, WA",156.94480769999996,0,1,0,11,15,33,1,1,7646,4.15,4.5,1.6666666666666667,50,48.40348683989709,-118.32830123355578,Ferry County,WA
"Lincoln County, WI",156.88188540000004,0,6,0,39,170,345,18,5,28684,4.05,4.0,1.5813953488372092,50,45.37930407978986,-89.68451164258306,Lincoln County,WI
"Chelan County, WA",156.826693,1,16,17,82,466,1473,81,3,73967,4.25,4.0,1.8125,50,47.643188097283385,-120.4691358071172,Chelan County,WA
"Madison County, GA",156.8236091,0,3,7,34,193,512,46,6,28057,4.0,4.0,1.2222222222222223,17,34.11316532780128,-83.21431246103727,Madison County,GA
"Foard County, TX",156.61707130000005,0,0,0,2,1,0,0,0,1277,4.075,4.5,1.25,20,34.211844091722895,-99.54229220338905,Foard County,TX
"Bleckley County, GA",156.60480780000003,0,4,5,11,105,260,6,1,12771,3.3076923076923075,4.0,1.0909090909090908,13,32.38927636413985,-83.35348647168605,Bleckley County,GA
"Mifflin County, PA",156.5985928,0,10,4,59,138,835,22,3,46616,3.7,3.5,1.3846153846153846,50,40.61478866527847,-77.59308861447981,Mifflin County,PA
"Long County, GA",156.400385,1,12,3,10,154,130,19,1,16624,3.3809523809523814,3.5,1.3333333333333333,21,31.789171827395485,-81.66574225310194,Long County,GA
"Iron County, MI",156.30427230000004,0,6,0,12,65,119,22,0,11516,4.25,4.25,1.6,20,46.09854481014886,-88.61871487219373,Iron County,MI
"Fayette County, OH",156.25,0,6,16,23,365,843,30,5,28800,3.302325581395349,3.5,1.25,43,39.54598078285242,-83.43865255107045,Fayette County,OH
"Trinity County, CA",156.1570494,4,3,1,13,81,82,24,0,13448,3.9375,4.0,1.3888888888888888,24,40.72168054641609,-122.93460931776812,Trinity County,CA
"Liberty County, FL",155.70727030000003,1,1,0,11,22,31,0,0,8349,3.82,4.0,1.3225806451612905,50,30.446871100705877,-84.82557212014983,Liberty County,FL
"Barry County, MI",155.6762611,0,26,2,64,172,533,29,5,59097,3.725,4.0,1.4333333333333331,40,42.606275074595615,-85.32247395048412,Barry County,MI
"Greenwood County, KS",155.66625159999995,1,1,0,8,31,41,1,0,6424,3.6428571428571432,4.0,1.2,7,37.84079089690282,-96.2682203242164,Greenwood County,KS
"Bolivar County, MS",155.65802230000003,0,4,30,19,141,712,25,2,34049,4.04,4.0,1.6097560975609757,50,33.75875449611319,-90.74809612441784,Bolivar County,MS
"Chatham County, NC",155.6490115,1,10,18,75,504,739,41,8,66817,3.96,4.0,1.3333333333333333,50,35.85279674956245,-79.65631356308383,Chatham County,NC
"Westmoreland County, PA",155.6132514,6,74,118,366,1000,4093,192,63,362437,4.09,4.0,1.8444444444444448,50,40.305720424591115,-79.48321896410116,Westmoreland County,PA
"Fisher County, TX",155.60165980000005,0,0,0,6,34,30,2,0,3856,3.4,3.5,1.1842105263157894,50,32.51508767890411,-100.36046695657987,Fisher County,TX
"Bennington County, VT",155.4870564,0,5,4,48,277,651,35,3,36659,4.1,4.25,2.0,10,43.13421028153177,-73.02536205702759,Bennington County,VT
"West Feliciana Parish, LA",155.4001554,0,7,2,15,38,154,0,1,15444,3.825,4.0,1.5714285714285714,20,30.788608828604627,-91.37778273082169,West Feliciana Parish,LA
"Pitkin County, CO",155.3599171,0,6,1,20,26,368,6,2,17379,3.94,4.0,2.36,50,39.19387406094274,-106.86536419078915,Pitkin County,CO
"Nez Perce County, ID",155.3300764,0,9,10,43,324,1016,63,2,39915,4.25,4.25,1.6875,50,46.56238674770371,-117.02940421922796,Nez Perce County,ID
"Rutherford County, NC",155.3258857,1,5,14,84,863,1127,100,14,66956,4.15,4.25,1.3947368421052628,50,35.356335818151656,-81.9256445941949,Rutherford County,NC
"Rockland County, NY",155.1870815,2,28,144,324,540,3145,127,18,320903,4.24,4.25,1.9,50,41.12165854857926,-74.05192823916356,Rockland County,NY
"Arenac County, MI",154.9686834,0,7,2,15,74,149,14,4,15487,3.525,4.0,1.1538461538461535,20,43.99138218989808,-83.93202626770594,Arenac County,MI
"Talbot County, GA",154.8946716,1,0,3,6,29,76,6,0,6456,4.18,4.0,1.5,50,32.783660780088056,-84.69478312541374,Talbot County,GA
"Meagher County, MT",154.8786784,0,0,0,3,2,19,1,0,1937,4.0625,4.0,1.5,8,46.5469396798871,-110.90179655322676,Meagher County,MT
"Summers County, WV",154.8330015,0,1,4,16,102,171,5,0,13563,3.75,4.0,1.3333333333333333,6,37.660949555736046,-80.8889476196981,Summers County,WV
"Genesee County, NY",154.74148080000003,0,12,8,72,266,1059,32,16,59454,3.75,4.0,1.5609756097560976,50,43.00061050327017,-78.18653461540381,Genesee County,NY
"Ulster County, NY",154.69784199999995,1,31,38,209,731,2865,77,24,180998,3.763157894736842,4.0,1.6428571428571428,19,41.83689310078347,-74.25879609862119,Ulster County,NY
"Johnston County, OK",154.6860783,1,1,0,15,17,46,4,1,10990,3.4090909090909087,3.0,1.3333333333333333,11,34.23729242790798,-96.67245172706154,Johnston County,OK
"Prowers County, CO",154.5846554,0,0,2,17,61,245,12,0,12291,3.685185185185185,4.0,1.25,27,38.0821170559161,-102.52632841782629,Prowers County,CO
"Rawlins County, KS",154.4998069,0,1,1,2,8,22,4,0,2589,3.76,3.5,1.4146341463414631,50,39.65599388436411,-101.09012486238156,Rawlins County,KS
"Hall County, TX",154.3686323,0,0,0,5,17,25,5,0,3239,4.464285714285714,4.5,1.0,14,34.586315157679245,-100.70541663911101,Hall County,TX
"Haines Borough, AK",154.3209877,0,0,0,4,2,25,1,0,2592,4.15,4.5,2.0,20,59.32008203025098,-135.54383415586466,Haines Borough,AK
"Grady County, GA",154.2843579,0,7,5,27,130,346,20,0,25278,3.386363636363636,4.0,1.181818181818182,22,30.88093084275266,-84.20567545596924,Grady County,GA
"Antrim County, MI",154.04364569999996,0,14,0,22,95,279,28,1,23370,3.734375,4.0,1.6842105263157894,32,44.99457225098749,-85.18834216254719,Antrim County,MI
"Dixon County, NE",153.8198599,0,3,0,6,26,58,2,3,5851,4.02,4.0,1.4651162790697674,50,42.56416383422199,-96.18916107115612,Dixon County,NE
"Monona County, IA",153.49194169999996,0,3,2,9,24,87,8,1,9121,4.0625,4.0,1.3333333333333333,8,42.02553407130236,-96.1082418689192,Monona County,IA
"Hardin County, TX",153.38253600000004,3,7,12,63,192,625,90,5,55417,3.3571428571428568,3.5,1.3333333333333333,7,30.373406942795114,-94.3123327319395,Hardin County,TX
"Twiggs County, GA",153.28381090000005,0,0,4,9,59,101,6,1,8481,4.28,4.5,1.6875,50,32.73657609935841,-83.6553076930621,Twiggs County,GA
"Clarion County, PA",153.2371345,2,28,3,27,137,486,24,6,39155,3.3666666666666667,3.5,1.4054054054054057,45,41.210385587587005,-79.41100576844359,Clarion County,PA
"Houston County, TX",152.76504740000001,1,0,1,33,131,237,26,2,22911,3.3703703703703702,3.5,1.1666666666666667,27,31.318270388295275,-95.44509728193485,Houston County,TX
"Delta County, TX",152.7300496,0,0,1,7,66,52,10,2,5238,4.454545454545454,4.5,1.5,11,33.36194648446371,-95.67039435727351,Delta County,TX
"Rio Grande County, CO",152.50360080000004,2,1,5,10,72,156,3,1,11803,4.166666666666667,4.0,1.6666666666666667,9,37.677094480266256,-106.38732443412756,Rio Grande County,CO
"Oceana County, MI",152.40998290000005,3,16,3,18,149,361,14,1,26245,4.0,4.25,1.3043478260869563,32,43.65484648714065,-86.3682356006756,Oceana County,MI
"Moniteau County, MO",152.40030480000001,0,3,6,15,63,134,12,1,15748,3.9642857142857135,4.0,1.1666666666666667,14,39.456140140776135,-86.07399377427252,Moniteau County,MO
"Bertie County, NC",152.37907980000003,0,2,8,21,120,229,11,3,20344,3.75,4.0,1.0,12,35.99991481710284,-76.94701923808725,Bertie County,NC
"Santa Rosa County, FL",152.08322990000005,0,25,27,193,597,1549,100,7,161096,3.94,4.0,1.4651162790697674,50,30.613574330155142,-87.0759488272322,Santa Rosa County,FL
"Limestone County, AL",151.9500253,4,2,25,104,398,1146,56,0,88845,3.78,4.0,1.3888888888888888,50,34.79113648761361,-86.9585223172218,Limestone County,AL
"Orange County, NC",151.76128590000005,5,16,60,132,1056,2343,140,11,140352,4.1,4.0,1.6428571428571428,50,36.040170094355226,-79.07798319579192,Orange County,NC
"Currituck County, NC",151.6642072,0,2,2,33,114,419,11,6,24396,4.4444444444444455,4.5,1.2857142857142858,9,36.339557422361054,-75.97234232807575,Currituck County,NC
"Spink County, SD",151.2859304,0,4,0,6,7,31,4,3,6610,4.09,4.0,1.6,50,45.17346549820353,-98.4081974718868,Spink County,SD
"Sullivan County, NH",151.2190583,2,13,2,48,168,711,33,6,42984,3.4302325581395348,3.5,1.3636363636363635,43,43.3533072253746,-72.18618908218163,Sullivan County,NH
"Lake County, IL",151.0627736,6,165,266,625,2474,9857,305,57,703019,4.13,4.0,1.836734693877551,50,42.30596674401185,-87.96337029186056,Lake County,IL
"Union County, IA",150.9973774,0,0,0,19,43,100,7,0,12583,3.84,4.0,1.1875,25,41.0539828699616,-94.34476458350298,Union County,IA
"DeSoto County, MS",150.9747979,2,43,57,152,932,2498,141,11,168240,3.93,4.0,1.4418604651162792,50,34.858983980607576,-89.98208563390753,DeSoto County,MS
"Burlington County, NJ",150.83023169999996,2,86,247,344,1938,5766,369,55,450838,3.99,4.0,1.673913043478261,50,39.87272056195505,-74.79226913795445,Burlington County,NJ
"Lincoln County, ID",150.5174036,0,2,1,5,9,3,1,0,5315,4.3,4.25,1.5909090909090908,50,42.76015372392158,-114.36076431059826,Lincoln County,ID
"Montgomery County, MO",150.43877980000005,0,2,1,15,51,129,8,0,11965,3.7777777777777777,4.0,1.0,9,38.948893623106926,-91.48709428039085,Montgomery County,MO
"Paulding County, GA",150.3912896,1,18,32,170,687,2012,271,9,146950,3.62,3.5,1.3157894736842106,50,33.92889002081322,-84.80729545174844,Paulding County,GA
"McLeod County, MN",150.34244669999995,1,23,1,29,97,577,25,5,35918,3.51,3.5,1.2647058823529411,50,44.853550657884064,-94.31404958463993,McLeod County,MN
"Kerr County, TX",150.14113269999999,2,12,8,53,221,754,37,6,49953,4.307692307692308,4.5,1.6666666666666667,13,30.071824146819488,-99.25702897582563,Kerr County,TX
"Jay County, IN",150.02344119999995,0,0,4,28,52,300,19,0,21330,3.5,3.5,1.2222222222222223,21,40.446425572195956,-84.97817013564149,Jay County,IN
"Marshall County, KS",149.970006,0,1,0,13,44,104,10,1,10002,3.9444444444444446,4.0,1.375,18,39.826195342928536,-96.60815650752623,Marshall County,KS
"Latah County, ID",149.692736,0,9,4,44,164,648,30,4,38078,4.8,5.0,1.3333333333333333,5,46.797229255692216,-116.6770362661364,Latah County,ID
"Jackson County, KS",149.6333982,0,1,0,19,64,156,13,1,13366,3.8461538461538463,4.5,1.5,13,39.492937009933655,-95.81077316717405,Jackson County,KS
"Johnson County, KS",149.2239824,8,130,126,582,1534,8912,964,87,566933,4.26,4.5,1.5531914893617018,50,38.90198906647926,-94.77493806445328,Johnson County,KS
"Orleans County, NY",149.1653842,0,5,9,49,192,641,25,4,42235,3.333333333333333,3.25,1.2727272727272727,18,43.258291038098,-78.20509383380455,Orleans County,NY
"Simpson County, MS",149.0909091,0,1,5,35,133,196,23,2,27500,3.8125,4.25,1.6,8,31.962844455313988,-89.87209392682199,Simpson County,MS
"Jackson County, GA",149.0727999,0,11,9,71,242,954,54,2,61044,3.42,3.5,1.205128205128205,50,34.12112400230062,-83.62196880266391,Jackson County,GA
"Grant County, IN",149.00326940000005,3,14,51,35,392,1336,96,10,69126,3.87,4.0,1.6744186046511629,50,40.52722685525159,-85.65589091286466,Grant County,IN
"Southampton County, VA",148.940865,0,3,4,20,94,226,34,2,18128,4.0,4.0,1.0,5,36.70149764982664,-77.0758867225925,Southampton County,VA
"Judith Basin County, MT",148.80952380000005,0,1,0,2,0,1,3,0,2016,4.208333333333333,4.0,1.6153846153846154,24,46.94097944846675,-110.4641758726357,Judith Basin County,MT
"McPherson County, KS",148.80449119999997,1,8,2,33,313,421,26,4,29569,3.232558139534884,3.0,1.1851851851851851,43,38.37266906655813,-97.65080882147402,McPherson County,KS
"Pennington County, MN",148.74628130000005,1,12,1,7,42,238,13,2,14118,3.4807692307692313,3.5,1.3333333333333333,26,48.115541516307104,-96.17430478769549,Pennington County,MN
"Culpeper County, VA",148.43524509999997,1,12,14,45,103,741,49,1,48506,3.91,4.0,1.6521739130434785,50,38.478230369126095,-77.97984277024217,Culpeper County,VA
"Concho County, TX",148.40465,0,0,0,6,4,1,0,0,4043,4.321428571428571,4.5,1.2857142857142858,14,31.31631219123259,-99.9290745618114,Concho County,TX
"Shelby County, OH",148.3981135,0,10,18,46,362,1119,38,14,49192,3.52,3.5,1.425,50,40.29773167704352,-84.16872713040289,Shelby County,OH
"Union County, OR",148.13659750000005,0,13,2,23,188,526,30,7,25652,3.83,4.0,1.4878048780487805,50,45.332443151886814,-118.07873931215305,Union County,OR
"Bingham County, ID",147.93552659999997,0,16,5,45,212,506,39,4,45290,3.4875,4.0,1.4,40,43.186950455629336,-112.3502385991546,Bingham County,ID
"Dickinson County, KS",147.8912744,0,4,1,24,158,304,22,1,19609,3.696428571428572,3.75,1.4444444444444444,28,38.92769579020759,-97.19949954993591,Dickinson County,KS
"Brazoria County, TX",147.7704229,8,66,91,323,1551,4488,289,28,330242,3.39,3.5,1.3611111111111112,50,29.19680810865037,-95.4246666266848,Brazoria County,TX
"Todd County, MN",147.64990569999995,0,10,1,25,89,250,14,1,24382,3.615384615384616,4.0,1.1666666666666667,13,46.01224669937358,-94.88417147708392,Todd County,MN
"Gasconade County, MO",147.6410979,0,0,1,21,74,187,18,3,14901,3.9642857142857135,4.0,1.1666666666666667,14,38.36326931841053,-91.46756356544313,Gasconade County,MO
"Collin County, TX",147.640674,11,183,394,674,3489,12879,919,64,854778,4.25,4.5,1.574468085106383,50,33.18889145406765,-96.62601421891992,Collin County,TX
"Marion County, IA",147.3595573,0,9,0,40,73,134,10,2,33252,4.06,4.5,1.4285714285714286,25,41.32444862382562,-93.100332418051,Marion County,IA
"Pend Oreille County, WA",147.33250619999995,3,3,1,12,162,284,34,0,12896,4.36,4.5,1.74468085106383,50,48.34374886356196,-116.98964418722092,Pend Oreille County,WA
"Young County, TX",147.21116619999995,0,8,1,18,130,315,14,5,18341,3.8333333333333335,4.0,1.3333333333333333,36,33.100449186569925,-98.59559476927707,Young County,TX
"Iowa County, IA",146.96876909999997,0,1,1,22,40,122,11,1,16330,3.733333333333333,4.0,1.25,15,41.66981134942731,-92.02466460136101,Iowa County,IA
"Grant County, WI",146.8601304,0,11,1,63,172,798,23,3,51069,4.384615384615385,4.5,1.1428571428571428,13,42.84935184136318,-90.74171539004732,Grant County,WI
"Prince William County, VA",146.8375211,2,48,214,380,944,5656,377,52,438580,4.25,4.25,1.6938775510204085,50,38.75875217717371,-77.46866915824386,Prince William County,VA
"Perry County, MO",146.8120805,0,1,2,25,64,195,10,3,19072,3.4259259259259265,3.5,1.35,27,37.728145327509154,-89.87397069325287,Perry County,MO
"Jefferson County, PA",146.77756530000005,1,15,6,44,140,319,16,7,44966,3.738095238095238,4.0,1.5,21,41.13981401878057,-79.00503432212487,Jefferson County,PA
"Chittenden County, VT",146.69466819999997,1,36,32,165,1013,3732,59,15,159515,4.28,4.5,1.82,50,44.47029542321339,-73.17650954419473,Chittenden County,VT
"Washburn County, WI",146.627566,0,4,0,19,63,194,10,0,15686,3.9,4.0,1.4761904761904765,30,45.83684839145103,-91.87640676565742,Washburn County,WI
"Brunswick County, NC",146.5728831,1,24,25,119,1341,1906,128,19,115301,3.2777777777777777,4.0,1.0,9,33.999882565662986,-78.28952917189778,Brunswick County,NC
"Jackson County, CO",146.5201465,0,0,0,2,2,4,0,0,1365,4.0,4.0,1.75,9,40.71959349919555,-106.2836359373997,Jackson County,CO
"Columbia County, WI",146.505922,0,15,3,65,224,685,27,4,56653,3.8,4.0,1.3714285714285714,50,43.51022683482626,-89.43071545098208,Columbia County,WI
"Fulton County, AR",146.2938882,0,3,1,14,34,148,11,1,12304,2.0,1.0,1.0,6,36.371110573764966,-91.82365500578756,Fulton County,AR
"Wise County, TX",146.04768700000002,1,8,7,73,235,582,55,1,60939,3.69,3.75,1.4,50,33.22492407583468,-97.64622694556708,Wise County,TX
"Bradford County, PA",146.02991210000005,0,25,5,61,284,880,55,15,62316,3.2068965517241383,3.0,1.6875,29,41.77460744025917,-76.448963371305,Bradford County,PA
"Columbia County, OR",145.9143969,0,14,6,52,177,602,61,7,49344,4.083333333333333,4.0,1.125,12,45.82506693724575,-123.2455957272566,Columbia County,OR
"Transylvania County, NC",145.8833541,0,6,8,34,176,362,22,2,32903,4.12,4.0,1.4878048780487805,50,35.24868655675529,-82.73377625915683,Transylvania County,NC
"Greer County, OK",145.8434614,0,1,1,7,10,25,4,1,6171,3.875,4.75,1.0,8,34.876494911870076,-99.50451722167715,Greer County,OK
"Gibson County, IN",145.7812686,0,5,2,43,84,390,22,5,33612,3.5408163265306123,4.0,1.45,49,38.35769012059749,-87.63146715643451,Gibson County,IN
"Cassia County, ID",145.7288586,2,9,1,22,70,269,16,0,23331,4.09,4.0,1.4634146341463414,50,42.533759377375105,-113.97144511491786,Cassia County,ID
"Charlevoix County, MI",145.4322783,0,25,0,13,60,314,9,2,26129,4.27,4.5,1.9,50,45.37889618584664,-85.00721986436244,Charlevoix County,MI
"Smyth County, VA",145.3304688,2,2,7,35,131,541,25,18,31652,3.433333333333333,3.75,1.3478260869565215,30,36.836550388849346,-81.51965791898611,Smyth County,VA
"Madison County, TX",145.1273492,0,2,5,13,58,119,23,0,13781,3.4782608695652173,3.5,1.4210526315789471,23,30.946469865511204,-95.87920222433064,Madison County,TX
"Logan County, KY",145.11087959999998,1,7,8,22,156,283,19,7,26876,3.0526315789473686,3.0,1.2666666666666666,19,36.85449440097397,-86.85554360805445,Logan County,KY
"Colfax County, NM",145.10462809999999,0,3,3,13,168,153,15,4,13094,4.1,4.0,1.5238095238095235,50,36.7490313597311,-104.81103850801277,Colfax County,NM
"Grundy County, MO",144.85755669999998,1,1,0,13,69,164,12,1,10355,3.125,3.5,1.4285714285714286,12,40.076301608495996,-93.60152245250325,Grundy County,MO
"Sabine County, TX",144.7736705,0,2,5,8,40,81,3,2,10361,4.0,4.0,1.875,14,31.34765574591988,-93.81987991420044,Sabine County,TX
"Mason County, KY",144.69267280000003,0,6,5,14,139,395,16,3,17278,3.704081632653061,4.0,1.3529411764705883,49,38.64309831378685,-83.79604426498433,Mason County,KY
"Dallas County, IA",144.69259519999997,1,7,3,97,193,841,43,6,74641,4.105263157894736,4.0,1.2727272727272727,19,41.645582091871184,-93.99623473874409,Dallas County,IA
"Monroe County, GA",144.5300919,0,2,6,31,126,359,37,4,26984,3.3088235294117645,3.75,1.25,34,33.05448643580012,-83.93652468563168,Monroe County,GA
"San Juan County, CO",144.5086705,0,0,0,1,4,11,1,0,692,4.0,4.0,1.7222222222222223,24,37.80907681019092,-107.67016015857295,San Juan County,CO
"Caledonia County, VT",144.4298232,1,4,6,34,256,396,22,3,31157,3.93,4.0,1.3947368421052628,50,44.48035967293045,-72.33381875123037,Caledonia County,VT
"Hot Springs County, WY",144.4192284,0,0,0,7,14,68,2,1,4847,4.06,4.5,1.5454545454545454,50,43.807077624079625,-108.13925406396666,Hot Springs County,WY
"Jefferson Davis Parish, LA",143.7653749,0,7,11,27,97,507,36,1,31301,3.8571428571428568,4.0,1.3333333333333333,7,30.241792632010316,-92.82230093322113,Jefferson Davis Parish,LA
"Erath County, TX",143.7288819,0,11,3,43,217,661,31,3,39658,3.87,4.0,1.5,50,32.21320026902667,-98.21661942409663,Erath County,TX
"York County, ME",143.4079957,6,61,54,165,1025,3405,135,39,199431,3.92,4.0,1.7333333333333334,50,43.41488055118575,-70.65915905653998,York County,ME
"Umatilla County, OR",143.37851930000005,4,14,18,74,569,1756,290,15,76720,4.29,4.5,1.9130434782608696,50,45.776494692250225,-118.59876267459934,Umatilla County,OR
"Choctaw County, MS",143.35204869999995,0,2,0,10,20,43,3,0,8371,3.5,3.5,1.5,6,33.33641208544097,-89.21553267051218,Choctaw County,MS
"Williamson County, TX",143.0955343,3,98,126,447,1402,6826,277,33,471014,4.02,4.0,1.5918367346938775,50,30.629937806198953,-97.67939107386442,Williamson County,TX
"Greensville County, VA",143.025408,0,1,0,16,35,78,6,1,11886,3.066666666666667,3.0,1.3478260869565215,30,36.70199882190515,-77.5539440471768,Greensville County,VA
"Ellis County, TX",142.9707134,6,11,44,162,722,2616,152,18,155976,4.03,4.0,1.574468085106383,50,32.361334848826836,-96.76050236679741,Ellis County,TX
"Potter County, PA",142.8816369,1,10,0,14,89,89,12,0,17497,3.4047619047619047,3.5,1.5384615384615383,21,41.757315641092255,-77.97380918786635,Potter County,PA
"Morgan County, WV",142.87347130000003,0,4,1,20,96,117,23,0,17498,3.571428571428572,4.0,1.5555555555555556,42,39.60179694267103,-78.2402325695222,Morgan County,WV
"Story County, IA",142.84786699999995,0,46,8,78,449,1539,49,11,92406,3.4032258064516134,4.0,1.15,31,42.023305830627926,-93.50951796213177,Story County,IA
"Jo Daviess County, IL",142.8125139,0,11,0,21,56,143,8,1,22407,3.9,4.0,1.6428571428571428,40,42.35451108548045,-90.35137705608787,Jo Daviess County,IL
"Benton County, MN",142.8061407,0,23,8,25,121,454,30,3,39214,3.2586206896551726,3.5,1.4782608695652173,29,45.61628106457818,-94.12872602052721,Benton County,MN
"Lemhi County, ID",142.63485480000003,0,1,0,10,16,33,1,0,7712,3.864864864864865,4.0,1.65,37,45.09821494495026,-113.8954920930285,Lemhi County,ID
"Stafford County, VA",142.5563646,1,23,41,130,227,1934,105,19,136788,4.1,4.0,1.6956521739130437,50,38.444761379102346,-77.42817703725916,Stafford County,VA
"Power County, ID",142.5055059,0,1,0,10,14,84,6,0,7719,3.333333333333333,4.5,1.2,9,42.788345034798475,-112.84675757453556,Power County,ID
"Pontotoc County, MS",142.4086481,1,3,4,35,181,224,25,4,30897,3.388888888888889,3.5,1.2222222222222223,27,34.2555316421024,-89.01416939150862,Pontotoc County,MS
"Island County, WA",142.130176,1,24,5,82,520,924,63,9,78801,4.12,4.5,1.8571428571428568,50,48.01915378324274,-121.70097584114964,Island County,WA
"Goodhue County, MN",142.0454545,0,13,6,47,203,823,67,5,46464,4.1,4.0,1.5,5,44.470605683452604,-92.69612329992668,Goodhue County,MN
"Sumter County, FL",141.9817666,0,16,17,119,321,559,45,1,107056,3.196428571428572,3.5,1.1875,28,28.65268832240796,-82.1846403537847,Sumter County,FL
"Saline County, MO",141.9232754,1,3,3,26,111,337,21,2,23252,3.5,3.75,1.3157894736842106,28,39.11848332533706,-93.19773245654578,Saline County,MO
"Wabaunsee County, KS",141.82385480000005,0,1,0,9,13,34,12,9,7051,4.1,4.0,1.6122448979591837,50,39.17033638710818,-96.49062422387276,Wabaunsee County,KS
"Louisa County, IA",141.8188264,0,0,0,16,35,55,3,1,11282,4.15,4.0,1.4782608695652173,50,41.36148700798963,-91.15359086398394,Louisa County,IA
"Rock County, NE",141.74344440000004,0,0,0,2,2,5,0,0,1411,4.05,4.25,1.4285714285714286,20,42.538031005531394,-99.35998709377677,Rock County,NE
"Hopkins County, KY",141.5276408,2,22,13,29,269,642,58,6,46634,3.42,3.5,1.4473684210526316,50,37.335982295512,-87.49395054875845,Hopkins County,KY
"Wasco County, OR",141.3039212,2,4,11,19,161,629,43,3,25477,4.375,4.25,1.8333333333333333,8,45.19233882889754,-121.09377108764387,Wasco County,OR
"Androscoggin County, ME",141.25868930000001,0,44,63,45,767,2407,99,22,107604,3.98,4.0,1.7234042553191489,50,44.12038662363707,-70.21684606713589,Androscoggin County,ME
"Morrow County, OR",141.1432604,1,2,1,12,80,167,17,2,11336,4.16,4.25,1.6666666666666667,50,45.712880294607466,-119.19221706066256,Morrow County,OR
"Johnson County, MO",141.097999,2,7,9,59,280,1033,71,6,54572,3.7,3.5,1.4772727272727273,50,38.76651563672546,-93.7406765729642,Johnson County,MO
"Suffolk County, NY",141.09131059999999,23,52,745,1295,4349,21072,1178,155,1499738,4.08,4.0,1.8444444444444448,50,40.93088067774989,-72.65488854199515,Suffolk County,NY
"Fulton County, KY",140.9553641,0,2,4,2,36,104,4,1,6385,4.1,4.0,1.5,50,36.51915960008194,-89.20860903069773,Fulton County,KY
"Habersham County, GA",140.8775982,0,7,1,53,269,576,33,0,43300,3.73,3.5,1.380952380952381,50,34.594939448624324,-83.52215922394997,Habersham County,GA
"Chautauqua County, KS",140.7657658,0,0,0,4,19,29,2,1,3552,4.2,4.5,1.0,15,37.144165994612244,-96.11628950449914,Chautauqua County,KS
"Charles Mix County, SD",140.6774159,1,3,0,9,29,43,2,1,9241,4.02,4.0,1.5333333333333334,50,43.48265120602869,-98.33972824972756,Charles Mix County,SD
"Stephens County, TX",140.586136,0,4,0,9,41,69,4,1,9247,3.217391304347826,3.5,1.2307692307692308,23,32.75278903104699,-98.92761956429531,Stephens County,TX
"Gratiot County, MI",140.58330159999997,0,25,1,33,121,489,14,5,41968,3.3939393939393936,3.5,1.1363636363636365,33,43.33772874777983,-84.62809613172871,Gratiot County,MI
"Bailey County, TX",140.56789430000003,1,1,1,7,77,106,6,0,7114,3.77,4.0,1.3157894736842106,50,34.33806803839301,-103.02953500387814,Bailey County,TX
"Kiowa County, CO",140.54813769999998,0,0,0,2,0,0,1,0,1423,3.96,4.0,1.162162162162162,50,38.09943523544657,-102.93385596245864,Kiowa County,CO
"Harrison County, KY",140.4039313,0,4,9,13,161,401,27,2,18518,3.4230769230769234,4.0,1.1538461538461535,26,38.38385357153648,-84.30384057578578,Harrison County,KY
"Franklin County, PA",140.05325969999998,5,35,47,126,494,1927,79,16,152085,3.98,4.0,1.5476190476190477,50,39.936327543215754,-77.67726223641134,Franklin County,PA
"Clearwater County, ID",139.9090591,0,0,0,12,43,112,4,0,8577,4.166666666666667,4.5,1.75,45,46.37437591904456,-116.04861275057344,Clearwater County,ID
"Orleans County, VT",139.8652876,0,13,0,25,174,273,25,3,27169,3.875,4.25,1.4285714285714286,12,44.75900136870714,-72.20338991764774,Orleans County,VT
"Bell County, KY",139.8601399,0,5,22,13,167,787,41,4,27885,3.458333333333333,3.5,1.25,12,36.75249017400545,-83.70339846464653,Bell County,KY
"Boone County, KY",139.8241751,3,47,64,60,627,2453,177,17,124442,4.0,4.0,1.6521739130434785,50,38.99284352082988,-84.66661161411514,Boone County,KY
"Burleson County, TX",139.7868251,1,7,2,14,61,125,14,0,17169,3.421052631578948,4.0,1.3,19,30.532217721776625,-96.69636918572421,Burleson County,TX
"Aitkin County, MN",139.75352560000002,0,8,2,12,181,246,29,0,15742,4.0,4.0,1.2857142857142858,8,46.60184152489229,-93.32370195626856,Aitkin County,MN
"Scioto County, OH",139.4700139,0,15,49,45,770,2046,114,23,78153,3.89,4.0,1.5813953488372092,50,38.74820102497687,-82.96988665394666,Scioto County,OH
